"lng","lat","popups"
121.541434,25.041794,"<p>建忠</p><p>(02)27416501        </p><p>台北市大安區忠孝東路三段249號</p>"
121.5384,25.028706,"<p>建南</p><p>(02)27549832        </p><p>台北市大安區建國南路二段151巷6之8號</p>"
121.551922392981,25.0397769104535,"<p>建綸</p><p>(02)87717103        </p><p>台北市大安區仁愛路4段151巷27號</p>"
121.529911,25.033133,"<p>恆安</p><p>(02)23576939        </p><p>台北市大安區永康街7-1號</p>"
121.543666,25.026283,"<p>科技站</p><p>(02)27059323        </p><p>台北市大安區復興南路2段203號</p>"
121.536228,25.044269,"<p>科建</p><p>(02)87721391        </p><p>台北市大安區建國南路一段28號30號</p>"
121.528471,25.023193,"<p>師大</p><p>(02)23693200        </p><p>台北市大安區師大路87號</p>"
121.554234,25.036558,"<p>泰利</p><p>(02)27058645        </p><p>台北市大安區仁愛路四段266巷15弄22號</p>"
121.544607387029,25.0205018432615,"<p>國青</p><p>(02)23677680        </p><p>台北市大安區辛亥路3段30號(台大國青宿舍)</p>"
121.556366396237,25.0405719131566,"<p>國館</p><p>(02)27761700        </p><p>台北市大安區光復南路240巷25號</p>"
121.54454,25.042696,"<p>崇光</p><p>(02)27218292        </p><p>台北市大安區復興南路一段135巷5號</p>"
121.546479,25.023345,"<p>教育大學</p><p>(02)27359529        </p><p>台北市大安區敦南街38號</p>"
121.553361394032,25.0399389109956,"<p>統家</p><p>(02)27212029        </p><p>台北市大安區忠孝東路4段216巷27弄1號1樓</p>"
121.552245393299,25.0422549191018,"<p>統領</p><p>(02)27319841        </p><p>台北市大安區忠孝東路四段205巷7弄5號1樓</p>"
121.554216,25.031426,"<p>通化</p><p>(02)27083071        </p><p>台北市大安區通化街26之8號</p>"
121.547229389521,25.0382559052184,"<p>頂好</p><p>(02)87714781        </p><p>台北市大安區仁愛路4段79號1號</p>"
121.546255,25.043521,"<p>頂東</p><p>(02)27521297        </p><p>台北市大安區大安路一段43號</p>"
121.533697,25.016984,"<p>鹿鳴</p><p>(02)23670865        </p><p>台北市大安區羅斯福路4段1號</p>"
